indicator_id,classification_id,context_id,provenance,text_fragment,classification_id_rev
NRM_AST,NRM_AST_C,E_F_E.22,BD3E_F,"Because only a small amount of land is allowed to the girls, and whatever there is, it is saved for the heirs. Most of the lands that belong to a women, are inherited by her children, this is why only a small proportion is allowed to them",NRM_AST_N
NRM_AST,NRM_AST_C,E_F_E.22,IN9E_F,Women dont have their own separate plot,NRM_AST_O
NRM_AST,NRM_AST_C,E_F_E.22,PK2E_F,"In our village, there is no such concept that man and woman have separate plots.",NRM_AST_O
NRM_AST,NRM_AST_C,E_F_E.22,PK2E_F,Man is the owner and it is up to him to do what he wants.,
NRM_AST,NRM_AST_C,E_F_E.22,PK2E_F,Our plots are in our man custody and use it according to own convenience,
NRM_AST,NRM_AST_C,E_F_E.37,BD3E_F,"Because this is [male spouse]?s dad?s money [inherited], he would not be intimidated by his wife, so it is not her matter. Even a wife?s right over her husband?s money is less. Other than this, [male spouse] is a man, he has at least a bit of right over his wife?s money, but [female spouse] does not have any right over his.",
NRM_AST,NRM_AST_C,E_F_E.37,ET2E_F,It is very easy for him he is a man and the money is his.,
NRM_AST,NRM_AST_C,E_F_E.37,ET4E_F,no need to argue on this issue its obvious that the money is from his family therefore he can buy the motorbike,
NRM_AST,NRM_AST_C,E_F_E.37,ET4E_F,in her case she has to convince him and not easy for her to buy the land whereas he doesnt need any effort to convince her,
NRM_AST,NRM_AST_C,E_F_E.37,IN4E_F,It will be a cake walk for him; first he is a man and second the money is his fathers; he doesnt need anybodys permission,
NRM_AST,NRM_AST_C,E_F_E.37,IN9E_F,If he wants a motorcycle he will go and buy it without even bothering to inform his wife,
NRM_AST,NRM_AST_C,E_F_E.37,IN9E_F,Men can do whatever they want; they dont need their wives permission for anything,
NRM_AST,NRM_AST_C,E_F_E.37,NP1E_F,"Shyam is a man, it would be very easy for him to buy motorbike",
NRM_AST,NRM_AST_C,E_F_E.37,NP1E_F,Shyam has got the property from his parents,
NRM_AST,NRM_AST_C,E_F_E.37,UZ3E_F,for him (for men) it is easy to get agreement from his wife,
NRM_AST,NRM_AST_C,E_F_E.37,UZ3E_F,A wife's agreement is nowhere required for men,
NRM_AST,NRM_AST_C,E_M_E.23,BD3E_M,It is mentionable that almost all the cultivable lands and homesteads are entitled to men in our village,
NRM_AST,NRM_AST_C,E_M_E.23,BD6E_M,almost all the cultivable lands and homesteads are entitled to men in our village.,
NRM_AST,NRM_AST_C,E_M_E.23,IN9E_M,Women do not have separate plots,
NRM_AST,NRM_AST_C,E_M_E.36,BD3E_M,It will be difficult for Diana because a woman cannot establish her plan without her husbands permission. If Diana goes ahead with her plan there will be clash between husband and wife,
NRM_AST,NRM_AST_C,E_M_E.36,BD3E_M,There is a chance to breakdown their marriage.  David may divorce her if she does not accept his plan,
NRM_AST,NRM_AST_C,E_M_E.36,BD3E_M,There will be huge clash and quarrel between David and Diana if she goes ahead without giving much attention and consultation with David. The husband and wifes accords could be damaged a lot for this,
NRM_AST,NRM_AST_C,E_M_E.36,IN4E_M,This is a male dominated society and a man always prevails,
NRM_AST,NRM_AST_C,E_M_E.36,IN9E_M,But man is the head and so in that capacity he should be able to purchase a bike and his wife should not make an issue of it,
